epoch,loss,val_loss
0,0.302931547164917,0.29389598965644836
1,0.2918732166290283,0.2904094457626343
2,0.28943514823913574,0.2851070165634155
3,0.2883588671684265,0.28803205490112305
4,0.28736504912376404,0.28810951113700867
5,0.2866540253162384,0.28362613916397095
6,0.28698039054870605,0.28342390060424805
7,0.28586840629577637,0.2835018038749695
8,0.2858732342720032,0.2869630753993988
9,0.28529658913612366,0.2833721339702606
10,0.2851867377758026,0.2830010950565338
11,0.28412264585494995,0.2838456332683563
12,0.28453439474105835,0.28483226895332336
13,0.2845153510570526,0.2838260233402252
14,0.283984899520874,0.28667527437210083
15,0.2841740846633911,0.28241705894470215
16,0.28387507796287537,0.2845061123371124
17,0.28339099884033203,0.28256553411483765
18,0.28341081738471985,0.2825436592102051
19,0.28261926770210266,0.28353258967399597
20,0.2833138704299927,0.28277990221977234
21,0.27987024188041687,0.2810823917388916
22,0.279655396938324,0.28062117099761963
23,0.2795524597167969,0.28154969215393066
24,0.2794051170349121,0.28055623173713684
25,0.2792884111404419,0.28063616156578064
26,0.27919188141822815,0.28107553720474243
27,0.2791738212108612,0.28118693828582764
28,0.2780185639858246,0.2806894779205322
29,0.27778908610343933,0.28076669573783875
30,0.2778693437576294,0.2806375026702881
31,0.2776983380317688,0.28047823905944824
32,0.2776561975479126,0.2809012234210968
33,0.27765142917633057,0.2805396318435669
34,0.27745357155799866,0.2809399366378784
35,0.27751460671424866,0.2806456387042999
36,0.27752718329429626,0.2807578444480896
37,0.27713435888290405,0.28064024448394775
38,0.2770433723926544,0.28072234988212585
39,0.2769199311733246,0.28084707260131836
40,0.2769796848297119,0.28073909878730774
41,0.2768464982509613,0.2809200584888458
