epoch,loss,val_loss
0,0.5537718534469604,0.5380340218544006
1,0.5410073399543762,0.5408172011375427
2,0.5406098365783691,0.5472870469093323
3,0.5404815673828125,0.5401562452316284
4,0.5398558974266052,0.5377876162528992
5,0.5402167439460754,0.5428071022033691
6,0.5395456552505493,0.5381218194961548
7,0.539848804473877,0.5529415607452393
8,0.5397512316703796,0.5390315055847168
9,0.5392492413520813,0.5380555391311646
10,0.5380859375,0.5379171371459961
11,0.5381342172622681,0.537663996219635
12,0.538093090057373,0.537761390209198
13,0.5380592942237854,0.537640392780304
14,0.5381855368614197,0.5375235676765442
15,0.5381728410720825,0.537361204624176
16,0.5381362438201904,0.5379393696784973
17,0.538245677947998,0.5396391749382019
18,0.5381200909614563,0.5374202728271484
19,0.5379684567451477,0.5381982326507568
20,0.5381622314453125,0.5376840829849243
21,0.5376541018486023,0.5381199717521667
22,0.5377045273780823,0.5373005867004395
23,0.5376845598220825,0.537667453289032
24,0.537735104560852,0.537696123123169
25,0.5376491546630859,0.5381160378456116
26,0.5375633835792542,0.5372871160507202
27,0.5375438928604126,0.5373208522796631
28,0.537530779838562,0.5375235080718994
29,0.5375590920448303,0.5374534130096436
30,0.5375192761421204,0.5375698208808899
31,0.5374844074249268,0.537363588809967
32,0.5374927520751953,0.5372877717018127
33,0.5374833345413208,0.5373625159263611
34,0.5374786257743835,0.5374098420143127
35,0.5374882817268372,0.5373886227607727
36,0.5374763011932373,0.5373398065567017
