epoch,loss,val_loss
0,0.34658417105674744,0.29755574464797974
1,0.2836032509803772,0.2795264720916748
2,0.2661227583885193,0.24535535275936127
3,0.22485172748565674,0.22187241911888123
4,0.21278110146522522,0.21421514451503754
5,0.208984836935997,0.22037753462791443
6,0.20734338462352753,0.20929764211177826
7,0.2062702178955078,0.20881445705890656
8,0.20490211248397827,0.20812451839447021
9,0.20456400513648987,0.20763881504535675
10,0.2031259387731552,0.2062351107597351
11,0.20251159369945526,0.20504917204380035
12,0.20168331265449524,0.20479971170425415
13,0.2008873075246811,0.20637018978595734
14,0.2009797990322113,0.20899507403373718
15,0.2004951685667038,0.21490728855133057
16,0.19977901875972748,0.20587237179279327
17,0.1994832456111908,0.20481634140014648
18,0.19644427299499512,0.20237024128437042
19,0.19587592780590057,0.20292571187019348
20,0.1955541968345642,0.20258884131908417
21,0.1955496370792389,0.2031802088022232
22,0.1953011304140091,0.2023649364709854
23,0.1950814127922058,0.20230183005332947
24,0.19399680197238922,0.20201963186264038
25,0.19387662410736084,0.2023770809173584
26,0.1937837302684784,0.20211035013198853
27,0.1936543732881546,0.20213721692562103
28,0.19360904395580292,0.20205186307430267
29,0.19354306161403656,0.20186154544353485
30,0.19342409074306488,0.20208434760570526
31,0.19336295127868652,0.20232702791690826
32,0.1933804601430893,0.201704740524292
33,0.19325825572013855,0.2019834816455841
34,0.19317567348480225,0.2020200937986374
35,0.19315622746944427,0.20225226879119873
36,0.19317840039730072,0.20244063436985016
37,0.1931268870830536,0.20237626135349274
38,0.19263848662376404,0.20187729597091675
39,0.1926046907901764,0.20177115499973297
40,0.19257238507270813,0.20194031298160553
41,0.19255946576595306,0.20180195569992065
42,0.19248619675636292,0.2018795758485794
