epoch,loss,val_loss
0,0.3619811534881592,0.3133341670036316
1,0.2604313790798187,0.2681899070739746
2,0.22757968306541443,0.21937449276447296
3,0.21702773869037628,0.21971091628074646
4,0.21267101168632507,0.21285799145698547
5,0.2104565054178238,0.21323299407958984
6,0.20860345661640167,0.21711286902427673
7,0.2100340574979782,0.21463839709758759
8,0.20798298716545105,0.21026867628097534
9,0.20715709030628204,0.21693092584609985
10,0.20853959023952484,0.21851207315921783
11,0.20804615318775177,0.21626326441764832
12,0.2055673897266388,0.2110515832901001
13,0.2052471935749054,0.2110840082168579
14,0.20204302668571472,0.2074391096830368
15,0.20166857540607452,0.20738662779331207
16,0.20166818797588348,0.2072220891714096
17,0.20157712697982788,0.20771244168281555
18,0.2013528198003769,0.20770223438739777
19,0.2011963129043579,0.2077580690383911
20,0.20089326798915863,0.20792025327682495
21,0.20121358335018158,0.20664288103580475
22,0.20067045092582703,0.20801502466201782
23,0.20063085854053497,0.20736415684223175
24,0.200469508767128,0.20817042887210846
25,0.2003168910741806,0.20685194432735443
26,0.20034591853618622,0.20711223781108856
27,0.19917891919612885,0.20623163878917694
28,0.1989993155002594,0.20627206563949585
29,0.19901616871356964,0.20624013245105743
30,0.19900763034820557,0.20623072981834412
31,0.19881348311901093,0.2062813937664032
32,0.1988631635904312,0.20628374814987183
33,0.19842389225959778,0.20596952736377716
34,0.19838200509548187,0.20618976652622223
35,0.1983446478843689,0.20577214658260345
36,0.1983298659324646,0.20594386756420135
37,0.19836412370204926,0.2059870958328247
38,0.19832663238048553,0.20598779618740082
39,0.19831106066703796,0.20598846673965454
40,0.19831939041614532,0.2059132158756256
41,0.1981724351644516,0.20584236085414886
42,0.19814714789390564,0.2058207243680954
43,0.19814936816692352,0.2058350145816803
44,0.19813023507595062,0.20584367215633392
45,0.19813311100006104,0.20579849183559418
