epoch,loss,val_loss
0,0.48095324635505676,0.3954460024833679
1,0.3872911036014557,0.3730595111846924
2,0.3745795786380768,0.36127418279647827
3,0.37033355236053467,0.3633114695549011
4,0.3617683947086334,0.35718995332717896
5,0.36191168427467346,0.36098888516426086
6,0.3608434200286865,0.35981446504592896
7,0.3578244745731354,0.35467079281806946
8,0.3574765920639038,0.35372814536094666
9,0.35718581080436707,0.3593687117099762
10,0.3546510934829712,0.3660535216331482
11,0.36031490564346313,0.35833966732025146
12,0.3528745174407959,0.36604946851730347
13,0.35194647312164307,0.3520740866661072
14,0.3506771922111511,0.3522211015224457
15,0.3511973023414612,0.35120436549186707
16,0.3506208658218384,0.35090652108192444
17,0.34946876764297485,0.3507569134235382
18,0.3503085970878601,0.3520286977291107
19,0.34914591908454895,0.3556358516216278
20,0.34811288118362427,0.350946307182312
21,0.3472495675086975,0.35211890935897827
22,0.34714969992637634,0.35373470187187195
23,0.3433847427368164,0.3506346344947815
24,0.343248575925827,0.3492320775985718
25,0.3429776430130005,0.3494563400745392
26,0.34262627363204956,0.3491835594177246
27,0.34230300784111023,0.349567711353302
28,0.3424011766910553,0.34933799505233765
29,0.3419784903526306,0.3504994511604309
30,0.3405759930610657,0.34925565123558044
31,0.34034934639930725,0.3492523729801178
32,0.3402203917503357,0.34902223944664
33,0.34013789892196655,0.34891027212142944
34,0.3400602340698242,0.34921401739120483
35,0.3399319350719452,0.34944236278533936
36,0.3398420214653015,0.3493906855583191
37,0.33972644805908203,0.3493412137031555
38,0.33966001868247986,0.34920817613601685
39,0.33916333317756653,0.3492676317691803
40,0.3390597105026245,0.34916484355926514
41,0.3390587568283081,0.34918496012687683
42,0.3390015959739685,0.349414587020874
43,0.3389436900615692,0.3492554724216461
